id,review_date,product_type,product_name,review_text
104,2025-05-24,enchanted mirror,Exposer Glass,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  This is a second hand enchanted mirror called 'Exposer Glass'. Came with some notes scribbled in the margins that were actually very helpful.
105,2023-05-13,cursed doll,Porcelain Trouble,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Porcelain Trouble'. Clearly had a long life before me, but it still has plenty of magic left."
106,2024-02-27,invisibility cloak,Barely There Cloak,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. Came with some notes scribbled in the margins that were actually very helpful."
107,2023-06-28,lucky charm,Rent Day Rabbit Foot,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Seller included a warning note that I really should have taken more seriously.
108,2024-06-19,dragon egg,Fire Hazard Egg,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Fire Hazard Egg'. Seller included a warning note that I really should have taken more seriously."
109,2024-10-19,cursed doll,Annabell-ish,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Annabell-ish'. Came with some notes scribbled in the margins that were actually very helpful."
110,2024-03-19,cursed doll,Porcelain Trouble,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. Came with some notes scribbled in the margins that were actually very helpful.
111,2025-07-27,cursed doll,Grandma's Knitter,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Grandma's Knitter'. You can still feel a bit of the previous owner's energy in the item."
112,2025-04-19,time hourglass,Deadline Bender,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Clearly had a long life before me, but it still has plenty of magic left."
113,2023-12-19,teleportation stone,Almost There Pebble,"Does technically work, but it keeps calling my mom to report my life choices.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Almost There Pebble'. Clearly had a long life before me, but it still has plenty of magic left."
114,2023-02-12,magic carpet,Rug of Maybe Flying,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'Rug of Maybe Flying'. Clearly had a long life before me, but it still has plenty of magic left."
115,2025-05-25,truth serum,Blabbermouth Tonic,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  This is a second hand truth serum called 'Blabbermouth Tonic'. Seller included a warning note that I really should have taken more seriously.
116,2023-05-08,cursed doll,Annabell-ish,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Annabell-ish'. Clearly had a long life before me, but it still has plenty of magic left."
117,2022-09-08,necromancer's grimoire,Raise And Shine Handbook,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Seller included a warning note that I really should have taken more seriously.
118,2024-05-23,haunted ring,Ex Engagement Band,Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful.
119,2024-12-30,lucky charm,Traffic Light Clover,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand lucky charm called 'Traffic Light Clover'. You can still feel a bit of the previous owner's energy in the item."
120,2024-04-04,love potion,Swipe Right Serum,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'Swipe Right Serum'. Came with some notes scribbled in the margins that were actually very helpful.
